Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Dong, Z.; Ding, Q.; Zhai, W.; Zhou, M.","Dong, Zhe (57221048240); Ding, Qianqian (58488310900); Zhai, Weifeng (57219364040); Zhou, Meng (56039445500)",57221048240; 58488310900; 57219364040; 56039445500,A Speech Recognition Method Based on Domain-Specific Datasets and Confidence Decision Networks,2023,Sensors,23,13,6036,,,0,9,10.3390/s23136036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164844890&doi=10.3390%2Fs23136036&partnerID=40&md5=40613d58b54e02c42dcbe5982b317bce,"This paper proposes a speech recognition method based on a domain-specific language speech network (DSL-Net) and a confidence decision network (CD-Net). The method involves automatically training a domain-specific dataset, using pre-trained model parameters for migration learning, and obtaining a domain-specific speech model. Importance sampling weights were set for the trained domain-specific speech model, which was then integrated with the trained speech model from the benchmark dataset. This integration automatically expands the lexical content of the model to accommodate the input speech based on the lexicon and language model. The adaptation attempts to address the issue of out-of-vocabulary words that are likely to arise in most realistic scenarios and utilizes external knowledge sources to extend the existing language model. By doing so, the approach enhances the adaptability of the language model in new domains or scenarios and improves the prediction accuracy of the model. For domain-specific vocabulary recognition, a deep fully convolutional neural network (DFCNN) and a candidate temporal classification (CTC)-based approach were employed to achieve effective recognition of domain-specific vocabulary. Furthermore, a confidence-based classifier was added to enhance the accuracy and robustness of the overall approach. In the experiments, the method was tested on a proprietary domain audio dataset and compared with an automatic speech recognition (ASR) system trained on a large-scale dataset. Based on experimental verification, the model achieved an accuracy improvement from 82% to 91% in the medical domain. The inclusion of domain-specific datasets resulted in a 5% to 7% enhancement over the baseline, while the introduction of model confidence further improved the baseline by 3% to 5%. These findings demonstrate the significance of incorporating domain-specific datasets and model confidence in advancing speech recognition technology. © 2023 Elsevier B.V., All rights reserved.",confidence decision making; CTC; domain specific; speech networks,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85164844890
"Chen, W.; Yang, Q.; Jiang, Z.; Xing, J.; Zhao, S.; Zhou, Q.; Han, D.; Feng, B.","Chen, Wenjie (57215198590); Yang, Qiliang (8641105000); Jiang, Ziyan (16021876900); Xing, Jiangchun (8647570300); Zhao, Shuo (57207736388); Zhou, Qizhen (57193616209); Han, Deshuai (56303396800); Feng, Bowei (57225054137)",57215198590; 8641105000; 16021876900; 8647570300; 57207736388; 57193616209; 56303396800; 57225054137,SwarmL: A Language for Programming Fully Distributed Intelligent Building Systems,2023,Buildings,13,2,499,,,0,3,10.3390/buildings13020499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149198824&doi=10.3390%2Fbuildings13020499&partnerID=40&md5=926857b3877716ea2e493d72feec064b,"Fully distributed intelligent building systems can be used to effectively reduce the complexity of building automation systems and improve the efficiency of the operation and maintenance management because of its self-organization, flexibility, and robustness. However, the parallel computing mode, dynamic network topology, and complex node interaction logic make application development complex, time-consuming, and challenging. To address the development difficulties of fully distributed intelligent building system applications, this paper proposes a user-friendly programming language called SwarmL. Concretely, SwarmL (1) establishes a language model, an overall framework, and an abstract syntax that intuitively describes the static physical objects and dynamic execution mechanisms of a fully distributed intelligent building system, (2) proposes a physical field-oriented variable that adapts the programming model to the distributed architectures by employing a serial programming style in accordance with human thinking to program parallel applications of fully distributed intelligent building systems for reducing programming difficulty, (3) designs a computational scope-based communication mechanism that separates the computational logic from the node interaction logic, thus adapting to dynamically changing network topologies and supporting the generalized development of the fully distributed intelligent building system applications, and (4) implements an integrated development tool that supports program editing and object code generation. To validate SwarmL, an example application of a real scenario and a subject-based experiment are explored. The results demonstrate that SwarmL can effectively reduce the programming difficulty and improve the development efficiency of fully distributed intelligent building system applications. SwarmL enables building users to quickly understand and master the development methods of application tasks in fully distributed intelligent building systems, and supports the intuitive description and generalized, efficient development of application tasks. The created SwarmL support tool supports the downloading and deployment of applications for fully distributed intelligent building systems, which can improve the efficiency of building control management and promote the application and popularization of new intelligent building systems. © 2023 Elsevier B.V., All rights reserved.",domain-specific language; fully distributed intelligent building system; parallel programming; swarm intelligence,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85149198824
"Wu, Z.; Li, R.; Guo, J.; Wang, Z.; Liang, C.","Wu, Zhengqian (58759418600); Li, Ruizhe (58759456800); Guo, Jiahao (58575838100); Wang, Zhongyuan (57325546400); Liang, Chao (35409725100)",58759418600; 58759456800; 58575838100; 57325546400; 35409725100,A Deep Understanding Video Q&A System for Film Education in Acting Department,2023,,,,,,,0,0,10.1109/IEIR59294.2023.10391232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184665653&doi=10.1109%2FIEIR59294.2023.10391232&partnerID=40&md5=071168f3df8f0a24da5df14c1a36783e,"Recently, advancements in artificial intelligence technology have greatly influenced the field of education, particularly in the area of intelligent homework assistance. However, current approaches are primarily designed for procedural and logical tasks and often lack comprehension abilities. This limitation is particularly evident when it comes to multi-hop and continuous tasks. To address this challenge, the integration of Large Language Model (LLM) has significantly enhanced the capability of AI systems to handle multi-hop and highly interconnected inputs. In this study, we focus on the learning needs of students in Acting Department, specifically their study of movies and the significance of classic movie videos in their learning process. However, assessing deep comprehension of classic movies poses its own challenges. To overcome these challenges, we develop a quiz system utilizing Knowledge Graphs (KG) and LLM to facilitate a deeper understanding of classic films. The generation of video quiz pairs is achieved through the use of Automatic Speech Recognition (ASR) technology, which leverages movie subtitles for question generation. For answering these questions, we employ techniques KG and LLM to process questions and retrieve corresponding answers. The proposed method achieves good performance in Deep Video Understanding (DVU) task of NIST TRECVID, demonstrating its effectiveness. © 2024 Elsevier B.V., All rights reserved.",artificial intelligence; Large Language Model; video understanding,Conference paper,Final,,Scopus,2-s2.0-85184665653
"Liu, M.; Pinckney, N.; Khailany, B.; Ren, H.","Liu, Mingjie (57213420521); Pinckney, Nathaniel (23135904500); Khailany, Brucek K. (6603491041); Ren, Haoxing (9335106200)",57213420521; 23135904500; 6603491041; 9335106200,Invited Paper: VerilogEval: Evaluating Large Language Models for Verilog Code Generation,2023,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers",,,,,,0,110,10.1109/ICCAD57390.2023.10323812,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181402881&doi=10.1109%2FICCAD57390.2023.10323812&partnerID=40&md5=5b36e22f4e725db9525cf7f184b032c9,"The increasing popularity of large language models (LLMs) has paved the way for their application in diverse domains. This paper proposes a benchmarking framework tailored specifically for evaluating LLM performance in the context of Verilog code generation for hardware design and verification. We present a comprehensive evaluation dataset consisting of 156 problems from the Verilog instructional website HDLBits. The evaluation set consists of a diverse set of Verilog code generation tasks, ranging from simple combinational circuits to complex finite state machines. The Verilog code completions can be automatically tested for functional correctness by comparing the transient simulation outputs of the generated design with a golden solution. We also demonstrate that the Verilog code generation capability of pretrained language models could be improved with supervised fine-tuning by bootstrapping with LLM generated synthetic problem-code pairs. © 2024 Elsevier B.V., All rights reserved.",,Conference paper,Final,,Scopus,2-s2.0-85181402881
"Pujar, S.; Buratti, L.; Guo, X.; Dupuis, N.; Lewis, B.; Suneja, S.; Sood, A.; Nalawade, G.; Jones, M.; Morari, A.; Puri, R.","Pujar, Saurabh (57219632398); Buratti, Luca (57219748591); Guo, Xiaojie (58309850500); Dupuis, Nicolas (24597178300); Lewis, Burn L. (7401867615); Suneja, Sahil (55813198500); Sood, Atin (57219522272); Nalawade, Ganesh (58310429100); Jones, Matt (58309850600); Morari, Alessandro (51665633100); Puri, Ruchir (57205888332)",57219632398; 57219748591; 58309850500; 24597178300; 7401867615; 55813198500; 57219522272; 58310429100; 58309850600; 51665633100; 57205888332,Invited: Automated Code generation for Information Technology Tasks in YAML through Large Language Models,2023,,2023-July,,,,,0,7,10.1109/DAC56929.2023.10247987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173127421&doi=10.1109%2FDAC56929.2023.10247987&partnerID=40&md5=195abb4403f7f2dacc656d2f34b93998,"The recent improvement in code generation capabilities due to the use of large language models has mainly benefited general purpose programming languages. Domain specific languages, such as the ones used for IT Automation, received far less attention, despite involving many active developers and being an essential component of modern cloud platforms. This work focuses on the generation of Ansible YAML, a widely used markup language for IT Automation. We present Ansible Wisdom, a natural-language to Ansible YAML code generation tool, aimed at improving IT automation productivity. Results show that Ansible Wisdom can accurately generate Ansible script from natural language prompts with performance comparable or better than existing state of the art code generation models. © 2023 Elsevier B.V., All rights reserved.",Ansible; Code Generation; Generative Model,Conference paper,Final,,Scopus,2-s2.0-85173127421
"Zhang, B.; Liu, X.; Ji, S.; Yang, X.; Xie, T.; Yu, Y.; Li, F.","Zhang, Boyi (58156474800); Liu, Xinghua (56275863800); Ji, Suyun (57208837681); Yang, Xuejie (58845889400); Xie, Tongping (57211752061); Yu, Yang (59092910100); Li, Fei (56813925600)",58156474800; 56275863800; 57208837681; 58845889400; 57211752061; 59092910100; 56813925600,Research and application of knowledge graph construction technology in the field of intelligent operation inspection of power transformer equipment,2023,Proceedings of SPIE - The International Society for Optical Engineering,12604,,126042Z,,,0,0,10.1117/12.2674813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162899203&doi=10.1117%2F12.2674813&partnerID=40&md5=e8c03d726c622bcf49bafdfd90b35421,"The question answering method based on knowledge atlas has become a hot research field in natural language processing, and has been gradually applied in the field of electric power. In order to solve the problems such as the difficulty of using unstructured text data and the shallow application depth of equipment knowledge, which exist in the process of power operation and maintenance personnel carrying out transformer equipment inspection, this paper puts forward the technical framework of transformer equipment knowledge map, adopts the intelligent identification and extraction method of structured text, and establishes the calculation model of equipment semantic similarity. On this basis, this paper verifies the functions of automatic audit of transformer equipment status evaluation report, auxiliary diagnosis and recognition of equipment fault knowledge. The experimental results show that the recognition method based on knowledge atlas improves the accuracy of fault defect text recognition, and provides a new idea for improving the operation and maintenance efficiency of field equipment. © 2023 Elsevier B.V., All rights reserved.",intelligent operation inspection; knowledge graph construction; power transformer equipment,Conference paper,Final,,Scopus,2-s2.0-85162899203
"Thakur, S.; Ahmad, B.; Fan, Z.; Pearce, H.; Tan, B.; Karri, R.; Dolan-Gavitt, B.; Garg, S.","Thakur, Shailja (58038431100); Ahmad, Baleegh (57245945000); Fan, Zhenxing (58038189900); Pearce, Hammond A. (57190837137); Tan, Benjamin (57217583004); Karri, Ramesh (7006419874); Dolan-Gavitt, Brendan (17134620000); Garg, Siddharth J. (20435727500)",58038431100; 57245945000; 58038189900; 57190837137; 57217583004; 7006419874; 17134620000; 20435727500,Benchmarking Large Language Models for Automated Verilog RTL Code Generation,2023,"Proceedings -Design, Automation and Test in Europe, DATE",2023-April,,,,,0,126,10.23919/DATE56975.2023.10137086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162707713&doi=10.23919%2FDATE56975.2023.10137086&partnerID=40&md5=96607ae72b10b7e8e4b711aa0b077fb0,"Automating hardware design could obviate a signif-icant amount of human error from the engineering process and lead to fewer errors. Verilog is a popular hardware description language to model and design digital systems, thus generating Verilog code is a critical first step. Emerging large language models (LLMs) are able to write high-quality code in other programming languages. In this paper, we characterize the ability of LLMs to generate useful Verilog. For this, we fine-tune pre-trained LLMs on Verilog datasets collected from GitHub and Verilog textbooks. We construct an evaluation framework comprising test-benches for functional analysis and a flow to test the syntax of Verilog code generated in response to problems of varying difficulty. Our findings show that across our problem scenarios, the fine-tuning results in LLMs more capable of producing syntactically correct code (25.9% overall). Further, when analyzing functional correctness, a fine-tuned open-source CodeGen LLM can outperform the state-of-the-art commercial Codex LLM (6.5% overall). We release our training/evaluation scripts and LLM checkpoints as open source contributions. © 2023 Elsevier B.V., All rights reserved.",GPT; LLM; Transformers; Verilog,Conference paper,Final,,Scopus,2-s2.0-85162707713
"Bombieri, M.; Rospocher, M.; Ponzetto, S.P.; Fiorini, P.","Bombieri, Marco (57222349691); Rospocher, Marco (14010314000); Ponzetto, Simone Paolo (15056538200); Fiorini, Paolo (7005834901)",57222349691; 14010314000; 15056538200; 7005834901,Machine understanding surgical actions from intervention procedure textbooks,2023,Computers in Biology and Medicine,152,,106415,,,0,16,10.1016/j.compbiomed.2022.106415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144338000&doi=10.1016%2Fj.compbiomed.2022.106415&partnerID=40&md5=ef3f9277e69afd34c64b23dcf4c163ea,"The automatic extraction of procedural surgical knowledge from surgery manuals, academic papers or other high-quality textual resources, is of the utmost importance to develop knowledge-based clinical decision support systems, to automatically execute some procedure's step or to summarize the procedural information, spread throughout the texts, in a structured form usable as a study resource by medical students. In this work, we propose a first benchmark on extracting detailed surgical actions from available intervention procedure textbooks and papers. We frame the problem as a Semantic Role Labeling task. Exploiting a manually annotated dataset, we apply different Transformer-based information extraction methods. Starting from ROBERTA and BIOMEDROBERTA pre-trained language models, we first investigate a zero-shot scenario and compare the obtained results with a full fine-tuning setting. We then introduce a new ad-hoc surgical language model, named SURGICBERTA, pre-trained on a large collection of surgical materials, and we compare it with the previous ones. In the assessment, we explore different dataset splits (one in-domain and two out-of-domain) and we investigate also the effectiveness of the approach in a few-shot learning scenario. Performance is evaluated on three correlated sub-tasks: predicate disambiguation, semantic argument disambiguation and predicate-argument disambiguation. Results show that the fine-tuning of a pre-trained domain-specific language model achieves the highest performance on all splits and on all sub-tasks. All models are publicly released. © 2022 Elsevier B.V., All rights reserved.",Information extraction; Natural language processing; Procedural knowledge; Semantic role labeling; Surgical data science,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85144338000
"Kalita, P.K.; Muduli, S.K.; D&apos;Antoni, L.; Reps, T.; Roy, S.","Kalita, Pankaj Kumar (58440455800); Muduli, Sujit Kumar (57211991329); D&apos;Antoni, Loris (52863449200); Reps, Thomas W. (7006765616); Roy, Subhajit (55860935300)",58440455800; 57211991329; 52863449200; 7006765616; 55860935300,Synthesizing abstract transformers,2022,Proceedings of the ACM on Programming Languages,6,OOPSLA2,171,,,0,15,10.1145/3563334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147406040&doi=10.1145%2F3563334&partnerID=40&md5=7da4c33ac802210134f7ed89c152ab66,"This paper addresses the problem of creating abstract transformers automatically. The method we present automates the construction of static analyzers in a fashion similar to the way yacc automates the construction of parsers. Our method treats the problem as a program-synthesis problem. The user provides specifications of (i) the concrete semantics of a given operation op, (ii) the abstract domain A to be used by the analyzer, and (iii) the semantics of a domain-specific language L in which the abstract transformer is to be expressed. As output, our method creates an abstract transformer for op in abstract domain A, expressed in L (an ""L-transformer for op over A""). Moreover, the abstract transformer obtained is a most-precise L-transformer for op over A; that is, there is no other L-transformer for op over A that is strictly more precise. We implemented our method in a tool called AMURTH. We used AMURTH to create sets of replacement abstract transformers for those used in two existing analyzers, and obtained essentially identical performance. However, when we compared the existing transformers with the transformers obtained using AMURTH, we discovered that four of the existing transformers were unsound, which demonstrates the risk of using manually created transformers. © 2023 Elsevier B.V., All rights reserved.",abstract transformer; DSL; program synthesis,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85147406040
"Zhang, J.; Mytkowicz, T.; Kaufman, M.; Piskac, R.; Lahiri, S.K.","Zhang, Jialu (57219741648); Mytkowicz, Todd (15923562800); Kaufman, Mike (57219407862); Piskac, Ruzica (23973342100); Lahiri, Shuvendu K. (8938407600)",57219741648; 15923562800; 57219407862; 23973342100; 8938407600,Using pre-Trained language models to resolve textual and semantic merge conflicts (experience paper),2022,,,,,77,88,0,24,10.1145/3533767.3534396,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136817711&doi=10.1145%2F3533767.3534396&partnerID=40&md5=30b0d4deb603313d3b4d003533aede09,"Program merging is standard practice when developers integrate their individual changes to a common code base. When the merge algorithm fails, this is called a merge conflict. The conflict either manifests as a textual merge conflict where the merge fails to produce code, or as a semantic merge conflict where the merged code results in compiler errors or broken tests. Resolving these conflicts for large code projects is expensive because it requires developers to manually identify the sources of conflicts and correct them. In this paper, we explore the feasibility of automatically repairing merge conflicts (both textual and semantic) using k-shot learning with pre-Trained large neural language models (LM) such as GPT-3. One of the challenges in leveraging such language models is fitting the examples and the queries within a small prompt (2048 tokens). We evaluate LMs and k-shot learning for both textual and semantic merge conflicts for Microsoft Edge. Our results are mixed: on one-hand, LMs provide the state-of-The-Art (SOTA) performance on semantic merge conflict resolution for Edge compared to earlier symbolic approaches; on the other hand, LMs do not yet obviate the benefits of special purpose domain-specific languages (DSL) for restricted patterns for program synthesis. © 2022 Elsevier B.V., All rights reserved.",GPT-3; k-shot learning; language model; Resolving merge conflicts,Conference paper,Final,,Scopus,2-s2.0-85136817711
"Jangda, A.; Huang, J.; Liu, G.; Sabet, A.H.N.; Maleki, S.; Miao, Y.; Musuvathi, M.; Mytkowicz, T.; Saarikivi, O.","Jangda, Abhinav (57151325900); Huang, Jun (58421995900); Liu, Guodong (57748202600); Sabet, Amir Hossein Nodehi (57201620111); Maleki, Saeed (55267638900); Miao, Youshan (55206573300); Musuvathi, Madanlal (11141222500); Mytkowicz, Todd (15923562800); Saarikivi, Olli (55371329900)",57151325900; 58421995900; 57748202600; 57201620111; 55267638900; 55206573300; 11141222500; 15923562800; 55371329900,Breaking the Computation and Communication Abstraction Barrier in Distributed Machine LearningWorkloads,2022,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,,,,402,416,0,49,10.1145/3503222.3507778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126392509&doi=10.1145%2F3503222.3507778&partnerID=40&md5=51d233b3c5fa068afc9fea9325038861,"Recent trends towards large machine learning models require both training and inference tasks to be distributed. Considering the huge cost of training these models, it is imperative to unlock optimizations in computation and communication to obtain best performance. However, the current logical separation between computation and communication kernels in machine learning frameworks misses optimization opportunities across this barrier. Breaking this abstraction can provide many optimizations to improve the performance of distributed workloads. However, manually applying these optimizations requires modifying the underlying computation and communication libraries for each scenario, which is both time consuming and error-prone. Therefore, we present CoCoNet, which contains (i) a domain specific language to express a distributed machine learning program in the form of computation and communication operations, (ii) a set of semantics preserving transformations to optimize the program, and (iii) a compiler to generate jointly optimized communication and computation GPU kernels. Providing both computation and communication as first class constructs allows users to work on a high-level abstraction and apply powerful optimizations, such as fusion or overlapping of communication and computation. CoCoNet enabled us to optimize data-, model-and pipeline-parallel workloads in large language models with only a few lines of code. Our experiments show that CoCoNet significantly outperforms state-of-The-Art distributed machine learning implementations. © 2025 Elsevier B.V., All rights reserved.",Code Generation; Collective Communication; Compiler Optimizations; CUDA; Distributed Machine Learning; MPI,Conference paper,Final,,Scopus,2-s2.0-85126392509
"Staroletov, S.M.","Staroletov, Sergey M. (57211609703)",57211609703,Grammar-Based Testing a Process-Oriented Extension of the IEC 61131-3 Structured Text Language,2022,,,,,863,869,0,2,10.1109/RusAutoCon54946.2022.9896346,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140916575&doi=10.1109%2FRusAutoCon54946.2022.9896346&partnerID=40&md5=87afd02950124388f11d35c04b9aadff,"DSL is a convenient approach for describing language models, which targeted specific domains or subject areas. These languages are based on the original context-free grammars, besides parsing, validation, and code generation tools provided by DSL development platforms. A promising mechanism intended to convert some language into another is the so-called transpilers (or source-to-source compilers). Such a transformation can translate a language with more convenient syntactic constructions into a common language in which such constructions take up more space and perform some repetitive functions. At the same time, in order to build reliable automation systems, it is necessary to prove the correctness of the transformations or provide a good test harness. This paper focuses on testing such a transformation when adding process-related expressiveness to the Structured Text language of the 61131-3 standard. We extend the standardized language for industrial automation using programmable logic controller (PLC) devices with additional constructions, create tools for converting to the target language using the Xtext platform, and then check the correctness of such a conversion by generating (fuzzing) tests using modified grammar. Ultimately, we check that the resulting source code is accepted by an ST recognizer. In the article, we discuss the necessary information about the target language and about our solution, as well as all the problems encountered during testing and the results. © 2022 Elsevier B.V., All rights reserved.",61131-3; DSL; process-oriented; software testing; Structured Text,Conference paper,Final,,Scopus,2-s2.0-85140916575
"Gu, Y.H.; Piao, X.; Yin, H.; Jin, D.; Zheng, R.; Yoo, S.J.","Gu, Yeonghyeon (35315405800); Piao, Xianghua (57451132300); Yin, Helin (57194015403); Jin, Dong (57215820295); Zheng, Ri (57450407800); Yoo, Seongjoon (55665769500)",35315405800; 57451132300; 57194015403; 57215820295; 57450407800; 55665769500,Domain-Specific Language Model Pre-Training for Korean Tax Law Classification,2022,IEEE Access,10,,,46342,46353,0,4,10.1109/ACCESS.2022.3164098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127482822&doi=10.1109%2FACCESS.2022.3164098&partnerID=40&md5=901d400c4c7d2123cb3d8bb0575d3250,"Owing to their increasing amendments and complexity, most taxpayers do not have the required knowledge of tax laws, which results in issues in everyday life. To use tax counseling services through the internet, a person must first select a category of tax laws corresponding to their tax question. However, a layperson without prior knowledge of tax laws may not know which category to select in the first place. Therefore, a model capable of automatically classifying the categories of tax laws is needed. Recently, a model using BERT has been frequently used for text classification; however, it is generally used in open-domains, and often experiences a degraded performance due to domain-specific technical terms, such as tax laws. Furthermore, a significant amount of time is required to train the model, since BERT is a large-scale model. To address these issues, this study proposes Korean tax law-BERT (KTL-BERT) for the automatic classification of categories of tax questions. For the proposed KTL-BERT, a new pre-trained language model was constructed by performing learning from scratch, to which a static masking method was applied based on DistilRoBERTa. Subsequently, the pre-trained language model was fine-tuned to classify five categories of tax law. A total of 327,735 tax law questions were used to verify the performance of the proposed KTL-BERT. The F1-score of the proposed KTL-BERT was approximately 91.06%, which is higher than that of the benchmark models by approximately 1.07%-15.46%, and the training speed was approximately 0.89%-56.07% higher. © 2023 Elsevier B.V., All rights reserved.",BERT; Domain-specific; Korean tax law; Pre-trained language model; Text classification,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85127482822
"Ujibashi, Y.; Takasu, A.","Ujibashi, Yoshifumi (56951314600); Takasu, Atsuhiro (7005461524)",56951314600; 7005461524,Neural Network Approach to Program Synthesis for Tabular Transformation by Example,2022,IEEE Access,10,,,24864,24876,0,2,10.1109/ACCESS.2022.3155468,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125712190&doi=10.1109%2FACCESS.2022.3155468&partnerID=40&md5=4f428c785f495a0edb4c922c00aea0fc,"Data transformation is a laborious and time-consuming task for analysts. Programming by example (PBE) is a technique that can simplify this difficult task for data analysts by automatically generating programs for data transformation. Most of the previously proposed PBE methods are based on search algorithms, but recent improvements in machine learning (ML) have led to its application in PBE research. For example, RobustFill was proposed as an ML-based PBE method for string transformation by using long short-term memory (LSTM) as the sequential encoder-decoder model. However, an ML-based PBE method has not been developed for tabular transformations, which are used frequently in data analysis. Thus, in the present study, we propose an ML-based PBE method for tabular transformations. First, we consider the features of tabular transformations, which are more complex and data intensive than string transformations, and propose a new ML-based PBE method using the state-of-the-art Transformer sequential encoder-decoder model. To our knowledge, this is the first ML-based PBE method for tabular transformations. We also propose two decoding methods comprising multistep beam search and program validation-beam search, which are optimized for program generation, and thus generate correct programs with higher accuracy. Our evaluation results demonstrated that the Transformer-based PBE model performed much better than LSTM-based PBE when applied to tabular transformations. Furthermore, the Transformer-based model with the proposed decoding method performed better than the conventional PBE model using the search-based method. © 2022 Elsevier B.V., All rights reserved.",Automatic programming; beam search; LSTM; neural network; program synthesis; programming by example; tabular data; transformer,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85125712190
"Yan, Y.; Qin, B.-H.; Chen, E.; Liu, G.-W.","Yan, Zhu (55461585400); Qin, Bohan (57204395364); Chen, E. (57188727113); Liu, Guowei (57204003381)",55461585400; 57204395364; 57188727113; 57204003381,An Advanced Smart Contract Conversion and Its Design and Implementation for Auction Contract; 一种高级智能合约转化方法及竞买合约设计与实现,2021,Jisuanji Xuebao/Chinese Journal of Computers,44,3,,652,668,0,12,10.11897/SP.J.1016.2021.00652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101814896&doi=10.11897%2FSP.J.1016.2021.00652&partnerID=40&md5=f8aa3655782ecb211265aa12041e20b8,"As second-generation blockchain technology, smart contracts have greatly enriched the functional expression of blockchain to make application development more convenient. Smart contracts are a set of digitally executable protocols which concern business, finance, contract law, and information technology. In recent years, advanced smart contract languages (ASCLs) have been proposed to solve the problem of difficult reading, comprehension, and collaboration when writing a smart contract among people in different fields. However, this kind of languages are still hard to put into practice due to the lack of an effective conversion method from the ASCLs to executable smart contract programs. Aiming at this problem, we propose a three-layer smart contract framework, including advanced smart-contract layer, basic smart-contract layer, and executable machine-code layer. After comparing and analyzing the pros and cons of several ASCLs, we take SPESC as an example to explore how to design conversion rules from its contract to target language contract in Solidity. We specify the conversion rules from two aspects. One is program architecture of the target language, which consists of main-contract and party-contracts. The corresponding rules provide an approach to convert the definition of SPESC-based contracting parties into party sub-contracts on target language, as well as to produce the rest of SPESC contract into main sub-contract on target language. The other is the approach to specify not only program architecture and storage structure on basic smart-contract layer, but also important mechanisms, including personnel management, timing control, anomaly detection, etc. These mechanisms can assist programmers to semi-automatically write smart contract programs. Moreover, by introducing the notation of group, the SPESC-based smart contract can support the operation of dynamically adding participants into the contract. We also verify the legibility of SPESC and the correctness of the conversion processes through two case studies. First, we invite some students from department of computer science and department of law. They, divided into four groups, are asked to read voting and auction contracts in SPESC and Solidity, and answer questions designed for the contracts. The result shows that the speed of reading SPESC is about twice as fast as that of reading Solidity, and the accuracy of reading SPESC is higher. Then, taking the auction contract as an instance, we analyze the process of bidding contracts and compile them into contracts in SPESC, and then provide the whole process of converting from a SPESC-based contract to an executable contract program in Solidity according to the above conversion rules, and verify the correctness of the conversion process, including coding, deploying, running, and testing, through Ethereum private chain. The instance results show that the conversion rules and the three-layer framework can simplify the writing of smart contracts, standardize the program structure, and help programmers to verify the correctness of the contract program. In our future work, a formal representation shall be established on the existing SPESC language model. Through formal methods, we can further provide formal analysis tools to verify pre-and-post conditions of contract terms, as well as time sequence between terms. Secondly, in view of the correctness of the generated Solidity target code, we can continue to improve the generated target code based on existing researches on analysis or detection vulnerabilities, optimize the program structure and specifications, and enhance the security of the contract. © 2021 Elsevier B.V., All rights reserved.",Code generation; Domain specific language; Smart contract; SPESC,Article,Final,,Scopus,2-s2.0-85101814896
"Edwards, P.; Landreth, C.; Popławski, M.; Malinowski, R.; Watling, S.; Fiume, E.; Singh, K.","Edwards, Pif (57190440829); Landreth, Chris (36884943800); Popławski, Mateusz (57205201221); Malinowski, Robert (57220422365); Watling, Sarah (57219269579); Fiume, Eugene L. (7003516218); Singh, Karan S. (57203235879)",57190440829; 36884943800; 57205201221; 57220422365; 57219269579; 7003516218; 57203235879,JALI-Driven expressive facial animation and multilingual speech in cyberpunk 2077,2020,,,,60,,,0,14,10.1145/3388767.3407339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091999579&doi=10.1145%2F3388767.3407339&partnerID=40&md5=18924e17d8b2c04c48d6adef31f358da,"Cyberpunk 2077 is a highly anticipated massive open-world video game, with a complex, branching narrative. This talk details new research and innovative workflow contributions, developed by jali, toward the generation of an unprecedented number of hours of realistic, expressive speech animation in ten languages, often with multiple languages interleaved within individual sentences. The speech animation workflow is largely automatic but remains under animator control, using a combination of audio and tagged text transcripts. We use insights from anatomy, perception, and the psycho-linguistic literature to develop independent and combined language models that drive procedural animation of the mouth and paralingual (speech supportive non-verbal expression) motion of the neck, brows and eyes. Directorial tags in the speech transcript further enable the integration of performance capture driven facial emotion. The entire workflow is animator-centric, allowing efficient key-frame customization and editing of the resulting facial animation on any typical facs-like face rig. The talk will focus equally on technical contributions and its integration and creative use within the animation pipeline of the highly anticipated aaa game title: Cyberpunk 2077. © 2020 Elsevier B.V., All rights reserved.",,Conference paper,Final,,Scopus,2-s2.0-85091999579
