Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Text Summarization with LLM: A Comparison of Transformer and Non-Transformer Models,S. Saini; S. Pathak; S. Singh; B. Bhardwaj; S. Sharma,"Department of Information technology, ABES Engineering College, Ghaziabad, India; Department of Information technology, ABES Engineering College, Ghaziabad, India; Department of Information technology, ABES Engineering College, Ghaziabad, India; Department of Information technology, ABES Engineering College, Ghaziabad, India; Department of Information technology, ABES Engineering College, Ghaziabad, India","2025 3rd International Conference on Communication, Security, and Artificial Intelligence (ICCSAI)",14 Jul 2025,2025,3,,23,28,"Natural language processing, also known as NLP, relies heavily on assessing the quality of generated text, such as machine translations, summaries, and captions. Traditional assessment measures, such as ROUGE and BLEU, rely heavily on surface-level n-gram matching, which frequently fails to capture semantic complexity, paraphrasing, and synonymy. While these metrics perform well in structured text, they struggle to appropriately evaluate more complicated language generating tasks involving context, semantics, and linguistic fluency. This constraint emphasizes the necessity for a more sophisticated evaluation approach that is closely aligned with human judgment. Recent advances in NLP, notably transformer models like BERT and BART, enable the collection of more detailed contextual language representations. BERTSCORE, a novel metric based on these models, calculates text similarity by comparing token embeddings in candidate and reference sentences. This contextualized method enables a more complex evaluation that goes beyond exact word matching and corresponds well with human judgment in a variety of tasks, including automated translation and summarizing. A crucial problem, however, is establishing a metric that not only outperforms existing approaches but also achieves consistency over a wide range of text kinds and languages. Exploring BERTSCORE's applicability to additional pre-trained models and domain-specific applications could boost its effectiveness, fulfilling the need for a robust, computationally efficient, and semantically accurate evaluation standard.",,979-8-3315-3607-7,10.1109/ICCSAI64074.2025.11064641,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11064641,Summarization;LLM;Transformer;TextRank;BERTSUM;BART and BERT;Pointer-Generator Networks;ROUGE;BERTScore;GRUEN,Measurement;Translation;Computational modeling;Semantics;Text summarization;Transformers;Security;Machine translation;Surface treatment;Standards,,,,18.0,IEEE,14 Jul 2025,,,IEEE,IEEE Conferences
Adding Context to LLM-Guided Verilog Repair,A. Elnaggar; B. Tan,"Department of Electrical and Software Engineering, Schulich School of Engineering, University of Calgary; Department of Electrical and Software Engineering, Schulich School of Engineering, University of Calgary",2025 26th International Symposium on Quality Electronic Design (ISQED),30 May 2025,2025,,,1,7,"Register transfer level (RTL) bugs are critical issues that affect the functional correctness, security, and performance of systems-on-chip (SoC). Traditionally, repairing these bugs is a time-consuming process that requires the expertise of experienced engineers, leading to prolonged SoC development cycles and reduced vendor competitiveness. In this paper, we propose an automated framework that utilizes a Large Language Model (LLM) to repair RTL bugs. We investigate four prompting strategies (each with around five variants), where each strategy incorporates different levels of context (such as simulation output) to guide the LLM. Our framework, using the best-performing strategy, achieves a repair success rate of 65.6% on benchmarks without prior knowledge of the bug's location or the specific steps needed for the repair.",1948-3295,979-8-3315-0942-2,10.1109/ISQED65160.2025.11014472,Alberta Innovates; Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2022-03027); Intel Corporation; CMC Microsystems; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014472,,Large language models;Computer bugs;Maintenance engineering;Benchmark testing;Register transfer level;Security;Prompt engineering;Hardware design languages,,,,15.0,IEEE,30 May 2025,,,IEEE,IEEE Conferences
Automated Synthesis of Hardware Designs using Symbolic Feedback and Grammar-Constrained Decoding in Large Language Models,S. Kumar Jha; S. Jha; M. R. Haq Rashed; R. Ewetz; A. Velasquez,"Computer Science Department, Florida International University, Miami, FL, USA; Computer Science Laboratory, SRI International, Menlo Park, CA, USA; Computer Science and Engineering, University of Texas at Arlington, Arlington, TX, USA; Electrical and Computer Engineering, University of Central Florida, Orlando, FL, USA; Computer Science Department, University of Colorado Boulder, Boulder, CO, USA",NAECON 2024 - IEEE National Aerospace and Electronics Conference,18 Sep 2024,2024,,,95,100,"Large language models (LLMs) are capable of creating small programs including those in hardware description languages. However, there are no guarantees on the correctness of such generated programs. Our approach seeks to create correct-by-construction hardware designs using LLMs by employing formal verification to verify the designs and by using counterex-amples to guide the synthesis of such hardware designs in a counterexample-guided refinement loop. Grammar-constrained decoding is used to ensure that the generated code always satisfies the grammar of the hardware description language. We demonstrate the capability of our automated synthesis approach by generating a multiplier using LLMs and their assurance artifacts using model checking. Our approach provides a step in the direction of high-assurance synthesis of hardware artifacts using LLMs and formal methods.",2379-2027,979-8-3503-6762-1,10.1109/NAECON61878.2024.10670630,National Science Foundation(grant numbers:2408925); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670630,LLM;grammar-constrained decoding;automated synthesis;Verilog;hardware description language;circuits,Codes;Large language models;Model checking;Aerospace electronics;Hardware;Decoding;Grammar,,2.0,,32.0,IEEE,18 Sep 2024,,,IEEE,IEEE Conferences
HLS-Eval: A Benchmark and Framework for Evaluating LLMs on High-Level Synthesis Design Tasks,S. Abi-Karam; C. Hao,Georgia Institute of Technology; Georgia Institute of Technology,2025 IEEE International Conference on LLM-Aided Design (ICLAD),13 Aug 2025,2025,,,219,226,"The rapid scaling of large language model (LLM) training and inference has accelerated their adoption in semiconductor design across academia and industry. Most prior works benchmark LLMs for design tasks involving hardware description languages (HDLs), primarily Verilog. Meanwhile, designers are increasingly using high-level synthesis (HLS) to develop domain-specific accelerators and other hardware systems. However, benchmarks and tooling to comprehensively evaluate LLMs for HLS design tasks remain scarce.To address this, we introduce HLS-Eval, the first comprehensive benchmark and evaluation framework for LLM-driven HLS design tasks. HLS-Eval focuses on evaluating two key high-level tasks: 1) generating HLS code from natural language descriptions, and 2) making HLS-specific code edits to existing HLS code, primarily targeting HW optimization and performance gains. To evaluate these tasks, we construct the HLS-Eval benchmark consisting of 94 unique designs as benchmark cases. These designs are drawn from a diverse mix of established community HLS benchmarks and novel sources. Using a semi-automated flow, we prepare each case to be ""LLM-ready"", supplemented with a natural language description and a corresponding testbench for C-simulation and HLS synthesis validation.Beyond the benchmark designs, HLS-Eval provides a framework for automated, parallel evaluation of both local and hosted LLMs across various HLS design tasks. It features a parallel evaluation engine, seamless HLS tool interfaces for LLMs, and an abstraction to support different LLM interaction paradigms, all wrapped in a modular Python API. With HLS-Eval, users can rapidly prototype and evaluate new benchmark sources, HLS design tasks, and LLM methodologies, speeding up the research and development of new AI-driven HLS workflows.We demonstrate the utility of HLS-Eval through baseline evaluations of popular open-source LLMs for HLS code generation and code editing tasks targeting Vitis HLS. Our evaluation assesses LLM-generated HLS code across four critical metrics: ""parseability"", ""compilability"", ""runnability"", and ""synthesizability"" — mirroring the iterative debugging and testing process of an HLS designer. Additionally, we provide pass@k metrics for common design tasks, establishing clear evaluation criteria, baselines, and the necessary infrastructure for others in the LLM hardware design community to build upon.We open-source our benchmark, framework, and evaluation results at https://github.com/sharc-lab/hls-eval.",,979-8-3315-2597-2,10.1109/ICLAD65226.2025.00021,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11106033,high-level synthesis;fpga;large language model;benchmark,Measurement;Training;Codes;Natural languages;Prototypes;Benchmark testing;Hardware;Software;Research and development;Python,,,,23.0,IEEE,13 Aug 2025,,,IEEE,IEEE Conferences
Automated Verilog Assertion Generation Using Fine-Tuned LLMs with Subtask-Specific Iterative Prompting,M. Shahidzadeh; B. Ghavami; S. J. E. Wilton; L. Shannon,"Simon Fraser University, Canada; University of British Columbia, Canada; University of British Columbia, Canada; Simon Fraser University, Canada",2025 26th International Symposium on Quality Electronic Design (ISQED),30 May 2025,2025,,,1,7,"Formal Property Verification (FPV), using System Verilog Assertions (SVA), is crucial for ensuring the completeness of design with respect to the specification. However, writing SVA is a laborious task and has a steep learning curve. In this work, we present a large language model (LLM) -based flow to automatically generate high-quality SVA from the design specification documents, named AssertCraft. We introduce a novel sub-task-focused fine-tuning approach that effectively addresses functionally incorrect assertions produced by baseline LLMs, leading to a remarkable 7.3-fold increase in the number of functionally correct assertions. Recognizing the prevalence of syntax and semantic errors, we also developed an iterative refinement method that enhances the LLM's initial outputs by systematically re-prompting it to correct identified issues. This process is further strengthened by a custom compiler that generates meaningful error messages, guiding the LLM towards improved accuracy. The experiments demonstrate a 26% increase in the number of assertions free from syntax errors using this approach, showcasing its potential to streamline the FPV process.",1948-3295,979-8-3315-0942-2,10.1109/ISQED65160.2025.11014349,Natural Sciences and Engineering Research Council (NSERC) of Canada; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11014349,,Accuracy;Large language models;Semantics;Syntactics;Writing;Model checking;Iterative methods;Hardware design languages,,,,30.0,IEEE,30 May 2025,,,IEEE,IEEE Conferences
EDA-Aware RTL Generation with Large Language Models,M. ul Islam; H. Sami; P. -E. Gaillardon; V. Tenace,"PrimisAI, Los Gatos, CA, USA; PrimisAI, Los Gatos, CA, USA; University of Utah, Salt Lake City, UT, USA; PrimisAI, Los Gatos, CA, USA","2025 Design, Automation & Test in Europe Conference (DATE)",21 May 2025,2025,,,1,6,"Large Language Models (LLMs) have become increasingly popular for generating RTL code. However, producing error-free RTL code in a zero-shot setting remains highly challenging even for state-of-the-art LLMs, often leading to issues that require manual, iterative refinement. This additional debugging process can dramatically increase the verification workload, underscoring the need for robust, automated correction mechanisms to ensure code correctness from the start. In this work, we introduce AIVRIL2, a self-verifying, LLM-agnostic agentic framework aimed at enhancing RTL code generation through iterative corrections of both syntax and functional errors. Our approach leverages a collaborative multi-agent system that incorporates feedback from error logs generated by EDA tools to automatically identify and resolve design flaws. Experimental results, conducted on the VerilogEval-Human benchmark suite, demonstrate that our framework significantly improves code quality, achieving nearly a 3.4× enhancement over prior methods. In the best-case scenario, functional pass rates of 77% for Verilog and 66% for VHDL were obtained, thus substantially improving the reliability of LLM-driven RTL code generation.",1558-1101,978-3-9826741-0-0,10.23919/DATE64628.2025.10992789,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10992789,Large language models;Multi-agent systems;Generative AI;Electronic design automation,Codes;VHDL;Generative AI;Large language models;Manuals;Syntactics;Benchmark testing;Robustness;Iterative methods;Multi-agent systems,,,,18.0,,21 May 2025,,,IEEE,IEEE Conferences
Marco: Configurable Graph-Based Task Solving and Multi-AI Agents Framework for Hardware Design,C. -T. Ho; J. Gong; Y. Bai; C. Deng; H. Ren; B. Khailany,"NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA; NVIDIA, Santa Clara, CA",2025 Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits),18 Jul 2025,2025,,,1,3,"Hardware design presents numerous challenges stemming from its complexity and advancing technologies. These challenges result in longer turn-around-time (TAT) for optimizing performance, power, area, and cost (PPAC) during synthesis, verification, physical design, and reliability loops. Large Language Models (LLMs) have shown remarkable capacity to comprehend and generate natural language at a massive scale, leading to many potential applications and benefits across various domains. Successful LLM-based agents for hardware design can drastically reduce TAT, leading to faster product cycles, lower costs, improved design reliability and reduced risk of costly errors. In this work, we propose a unified framework, Marco, that integrates configurable graph-based task solving with multi-modality and multi-AI agents for chip design by leveraging the natural language and reasoning abilities with collaborative toolkits. Lastly, we demonstrate promising performance, productivity, and efficiency of LLM agents by leveraging the Marco framework on layout optimization, Verilog/design rule checker (DRC) coding, and timing analysis tasks.",2158-9682,978-4-86348-815-1,10.23919/VLSITechnologyandCir65189.2025.11074829,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11074829,,Costs;Natural languages;Layout;Collaboration;Very large scale integration;Reliability engineering;Hardware;Timing;Hardware design languages;Optimization,,,,14.0,,18 Jul 2025,,,IEEE,IEEE Conferences
Hybrid-NL2SVA: Integrating RAG and Finetuning for LLM-based NL2SVA,W. Xiao; D. Ekberg; S. Garg; R. Karri,"NYU Tandon School of Engineering, Brooklyn, NY, USA; NYU Tandon School of Engineering, Brooklyn, NY, USA; NYU Tandon School of Engineering, Brooklyn, NY, USA; NYU Tandon School of Engineering, Brooklyn, NY, USA",2025 ACM/IEEE 7th Symposium on Machine Learning for CAD (MLCAD),9 Oct 2025,2025,,,1,10,"SystemVerilog Assertions (SVAs) are critical for verifying the correctness of hardware designs, but manually writing them from natural language property descriptions, i.e., NL2SVA, remains a labor-intensive and error-prone task. Recent advances in large language models (LLMs) offer opportunities to automate this translation. However, existing models still struggle with understanding domain-specific syntax and semantics. To enhance LLM performance in NL2SVA, we propose a customized retrieval-augmented generation (RAG) framework and a synthetic fine-tuning dataset that together improve LLM’s performance. Our RAG framework (i) constructs a context-preserving database via dynamic splitting technique, (ii) combines global semantic retrieval with keyword-guided retrieval to extract SVA operator-related contexts via HybridRetrieval, and (iii) validate and correct the use of SVA operators in LLM-generated SVAs via SVA operator-based rechecking. To further improve lightweight models over NL2SVA, our fine-tuning dataset provides prompt-guided explanations that teach LLMs the layer-by-layer construction process of concurrent SVAs, enabling supervised fine-tuning that greatly improves syntax and functionality accuracy. To evaluate the performance of LLMs over NL2SVA, we construct the largest evaluation dataset for NL2SVA, comprising 40 Verilog designs and 229 formally verified SVAs with detailed annotations. Experimental results show that our customized RAG framework increases the number of functionality matched SVAs by 58.42% over GPT-4o-mini, while Qwen2.5-Coder-7B-Instruct fine-tuned on our fine-tuning dataset and integrated with HybridRetrieval achieves a 59.05% over the base Qwen model.",,979-8-3315-3762-3,10.1109/MLCAD65511.2025.11189208,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11189208,Large Language Model;SystemVerilog Assertion;Evaluation Dataset;Retrieval-Augmented Generation;Fine-tuning,Solid modeling;Translation;Annotations;Large language models;Semantics;Retrieval augmented generation;Syntactics;Writing;Aerodynamics;Hardware design languages,,,,28.0,IEEE,9 Oct 2025,,,IEEE,IEEE Conferences
RTLExplain: A Structured Approach to RTL Code Summarization and Question Answering for Medium-to-Large Designs Using LLMs,T. -H. Chi; C. Mackin; L. Shi; P. Vijayaraghavan; H. Tsai; E. Degan,"Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan; IBM Research, San Jose, CA, USA; IBM Research, San Jose, CA, USA; IBM Research, San Jose, CA, USA; IBM Research, San Jose, CA, USA; IBM Research, San Jose, CA, USA",2025 ACM/IEEE 7th Symposium on Machine Learning for CAD (MLCAD),9 Oct 2025,2025,,,1,7,"Large Language Models (LLMs) show promise in assisting with Register Transfer Level (RTL) design tasks, including code summarization, documentation, and question answering. However, directly applying LLMs to entire RTL codebases often leads to low accuracy in these tasks. This is primarily because LLMs are less exposed to RTL code during pretraining, limiting their ability to understand RTL-specific semantics and structural dependencies. To overcome this challenge, we propose RTLExplain, which builds project-specific knowledge bases to enhance LLM performance on RTL design tasks. Our method is entirely offline and requires no additional training or fine-tuning. Experiments on code summarization using the generated knowledge bases demonstrate consistent improvements across various medium-to-large RTL projects, even when variable names are obfuscated. Furthermore, we use these knowledge bases to support Retrieval-Augmented Generation (RAG) for question answering tasks. Results show that our enhanced knowledge bases, when combined with RAG, improve question-answering accuracy by 37% compared to naïve prompting and 27% compared to conventional RAG.",,979-8-3315-3762-3,10.1109/MLCAD65511.2025.11189167,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11189167,Large Language Models;Verilog;hardware assistant;RAG;documentation;summarization;data dependency,Training;Codes;Accuracy;Large language models;Knowledge based systems;Semantics;Documentation;Register transfer level;Question answering (information retrieval);Hardware,,,,20.0,IEEE,9 Oct 2025,,,IEEE,IEEE Conferences
Edge AI-Enabled Multimodal Information Fusion for Vessel Navigation in Low-Bandwidth Maritime Environments,Y. Han; Y. Zheng; Y. Zhong; M. Liao; T. Bi; Z. Yuan; G. -M. Muntean,"School of Information Engineering, Wuhan University of Technology, Wuhan, China; School of Information Engineering, Wuhan University of Technology, Wuhan, China; School of Information Engineering, Wuhan University of Technology, Wuhan, China; Undergraduate School, Wuhan University of Technology, Wuhan, China; School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; School of Engineering, University of Warwick, Coventry, UK; Performance Engineering Lab (PEL) School of Electronic Engineering, Dublin City University, Dublin, Ireland",2025 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),24 Sep 2025,2025,,,1,6,"Abstract—Intelligent vessels navigating in remote or low-signal areas often face signal instability, which disrupts the transmission of multimodal data, particularly real-time video. This hampers the ability of shore-based shipping control departments to monitor real-time traffic conditions accurately and can delay emergency response, posing risks to waterway safety and navigation efficiency. To address these challenges, this paper presents a multimodal data processing framework powered by large language models (LLMs). By leveraging the advanced scene understanding capabilities of LLMs, the proposed solution extracts objects and their relationships from real-time multimodal data, especially video streams, and converts this essential information into structured text. The structured text is then transmitted over bandwidth-limited networks, enabling shore-based departments to reconstruct the real-time traffic conditions of the waterway effectively. Experimental results demonstrate that the framework improves information abstraction by approximately 10% compared to conventional image recognition algorithms. This approach offers a novel solution for multimodal data fusion, significantly reducing bandwidth requirements while enhancing the safe and reliable operation of intelligent vessels.",2155-5052,979-8-3315-1998-8,10.1109/BMSB65076.2025.11165568,Science Foundation Ireland; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11165568,LLM;Intelligent vessels;Multimodal data fusion,Navigation;Large language models;Image edge detection;Data integration;Real-time systems;Reliability;Multimedia communication;Monitoring;Image reconstruction;Videos,,,,17.0,IEEE,24 Sep 2025,,,IEEE,IEEE Conferences
ChemAI: Empowering Robots to Automate Chemical Experiments with Large Language Models,Y. Lin; Z. Wang; L. Zhang; C. Zhang; X. Hei,"School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology; School of Elec. Info. & Comm., Huazhong University of Science and Technology",2025 11th International Conference on Computing and Artificial Intelligence (ICCAI),11 Aug 2025,2025,,,369,373,"Chemical experimentation remains fundamental to material discovery and compound synthesis, yet conventional methods face critical limitations. Manual laboratory workflows require repetitive operations that prolong research timelines, while robotic automation platforms inadvertently shift the burden to chemists through complex programming requirements. Existing systems also struggle to adapt to novel experimental designs, constraining scientific innovation. To bridge these gaps, we present a large language model (LLM)-driven robotic framework that redefines automated experimentation. Our system interprets natural language instructions through advanced LLM processing, dynamically integrates real-time environmental data, and autonomously generates executable code utilizing a modular action library. A self-correcting validation mechanism ensures operational precision, systematically resolving execution errors through iterative feedback. Empirical validation across two benchmark experiments including the iodine clock reaction kinetics and the salt purification demonstrates transformative advantages: 1) intuitive interaction; 2) extended workflow handling efficiency gain in multi-step protocols; 3) adaptive code generation. This paradigm shift may enable chemists to focus on hypothesis-driven research rather than procedural implementation, establishing a scalable infrastructure for next-generation autonomous laboratories.",,979-8-3315-2491-3,10.1109/ICCAI66501.2025.00064,Huazhong University of Science and Technology; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11106165,Chemical Experimentation;Robotic Automation;Large Language Model;ChemAI;ChemAPI,Technological innovation;Salt;Codes;Automation;Large language models;Natural languages;Libraries;Compounds;Chemicals;Robots,,,,6.0,IEEE,11 Aug 2025,,,IEEE,IEEE Conferences
CodeV: Empowering LLMs with HDL Generation through Multi-Level Summarization,Y. Zhao; D. Huang; C. Li; P. Jin; M. Song; Y. Xu; Z. Nan; M. Gao; T. Ma; L. Qi; Y. Pan; Z. Zhang; R. Zhang; X. Zhang; Z. Du; Q. Guo; X. Hu,"State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China; State Key Lab of Processors, Institute of Computing Technology, CAS, Beijing, China",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,,2025,PP,99.0,1,1,"The design flow of processors, particularly in hardware description languages (HDL) like Verilog and Chisel, is complex and costly. While recent advances in large language models (LLMs) have significantly improved coding tasks in software languages such as Python, their application in HDL generation remains limited due to the scarcity of high-quality HDL data. Traditional methods of adapting LLMs for hardware design rely on synthetic HDL datasets, which often suffer from low quality because even advanced LLMs like GPT perform poorly in the HDL domain. Moreover, these methods focus solely on chat tasks and the Verilog language, limiting their application scenarios. In this paper, we observe that: (1) HDL code collected from the real world is of higher quality than code generated by LLMs. (2) LLMs like GPT-3.5 excel in summarizing HDL code rather than generating it. (3) An explicit language tag can help LLMs better adapt to the target language when there is insufficient data. Based on these observations, we propose an efficient LLM fine-tuning pipeline for HDL generation that integrates a multi-level summarization data synthesis process with a novel Chat-FIM-Tag supervised fine-tuning method. The pipeline enhances the generation of HDL code from natural language descriptions and enables the handling of various tasks such as chat and infilling incomplete code. Utilizing this pipeline, we introduce CodeV, a series of HDL generation LLMs. Among them, CodeV-All not only possesses a more diverse range of language abilities (Verilog and Chisel) and a broader scope of tasks (Chat and FIM), but also achieves performance on VerilogEval that is comparable to that of CodeV-Verilog fine-tuned on Verilog only, making them the first series of open-source LLMs designed for multi-scenario HDL generation. Code, models, and dataset: https://github.com/IPRC-DIP/CodeV.",1937-4151,,10.1109/TCAD.2025.3604320,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11145160,Hardware design languages (HDLs) generation;Large language models (LLMs);Processor design automation,Hardware design languages;Codes;Benchmark testing;Pipelines;Program processors;Training;Software;Python;Hardware;Encoding,,7.0,,,IEEE,29 Aug 2025,,,IEEE,IEEE Early Access Articles
Prompting for Power: Benchmarking Large Language Models for Low-Power RTL Design Generation,K. I. Gubbi; M. Halm; S. Kumar; A. Sudarshan; P. D. Kota; M. Tarighat; A. Sasan; H. Homayoun,"Department of Electrical and Computer Engineering, University of California Davis, Davis, CA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA; Department of Computer Science, University of California Davis, Davis, CA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA",2025 ACM/IEEE 7th Symposium on Machine Learning for CAD (MLCAD),9 Oct 2025,2025,,,1,7,"As system complexity and energy constraints tighten in modern SoC designs, there is a growing need for early-stage RTL generation tools that incorporate power optimization techniques. This paper presents a comprehensive evaluation of large language models (LLMs) on their ability to generate power-aware Verilog RTL. We systematically assess multiple LLMs for their effectiveness in synthesizing RTL that reflects key low-power design strategies such as clock gating, operand isolation, and logic restructuring. To facilitate this evaluation, we introduce a curated dataset containing: (1) baseline RTL modules, (2) corresponding low-power optimized versions, (3) associated power-aware prompt templates, and (4) LLM-generated RTL completions. We analyze the generated RTL using industry-standard EDA tools to measure functional correctness, power consumption, and the presence of power-aware constructs. Our results highlight notable differences in model performance, reveal the impact of prompt design on power optimization effectiveness, and demonstrate that prompt-guided LLMs can partially replicate human-like power-aware design intent. This work provides the first systematic study of LLMs for low-power RTL generation and offers a dataset and methodology to benchmark future research in this direction.",,979-8-3315-3762-3,10.1109/MLCAD65511.2025.11189130,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11189130,Low Power Design;RTL Generation;Large Language Models;Hardware Design Automation,Solid modeling;Systematics;Power measurement;Power demand;Large language models;Machine learning;Benchmark testing;Hardware;Logic;Optimization,,,,23.0,IEEE,9 Oct 2025,,,IEEE,IEEE Conferences
Source Code Summarization in the Era of Large Language Models,W. Sun; Y. Miao; Y. Li; H. Zhang; C. Fang; Y. Liu; G. Deng; Y. Liu; Z. Chen,"College of Computing and Data Science, Nanyang Technological University, Singapore, Singapore; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; School of Computer Science and Engineering, University of New South Wales, Sidney, Australia; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; College of Computing and Data Science, Nanyang Technological University, Singapore, Singapore; College of Computing and Data Science, Nanyang Technological University, Singapore, Singapore; College of Computing and Data Science, Nanyang Technological University, Singapore, Singapore; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),23 Jun 2025,2025,,,1882,1894,"To support software developers in understanding and maintaining programs, various automatic (source) code summarization techniques have been proposed to generate a concise natural language summary (i.e., comment) for a given code snippet. Recently, the emergence of large language models (LLMs) has led to a great boost in the performance of coderelated tasks. In this paper, we undertake a systematic and comprehensive study on code summarization in the era of LLMs, which covers multiple aspects involved in the workflow of LLMbased code summarization. Specifically, we begin by examining prevalent automated evaluation methods for assessing the quality of summaries generated by LLMs and find that the results of the GPT-4 evaluation method are most closely aligned with human evaluation. Then, we explore the effectiveness of five prompting techniques (zero-shot, few-shot, chain-of-thought, critique, and expert) in adapting LLMs to code summarization tasks. Contrary to expectations, advanced prompting techniques may not outperform simple zero-shot prompting. Next, we investigate the impact of LLMs' model settings (including top_p and temperature parameters) on the quality of generated summaries. We find the impact of the two parameters on summary quality varies by the base LLM and programming language, but their impacts are similar. Moreover, we canvass LLMs' abilities to summarize code snippets in distinct types of programming languages. The results reveal that LLMs perform suboptimally when summarizing code written in logic programming languages compared to other language types (e.g., procedural and object-oriented programming languages). Finally, we unexpectedly find that CodeLlamaInstruct with 7B parameters can outperform advanced GPT-4 in generating summaries describing code design rationale and asserting code properties. We hope that our findings can provide a comprehensive understanding of code summarization in the era of LLMs.",1558-1225,979-8-3315-0569-1,10.1109/ICSE55347.2025.00034,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029737,large language model;source code summarization;prompt engineering,Computer languages;Codes;Systematics;Source coding;Large language models;Object oriented modeling;Software;Prompt engineering;Object oriented programming;Software engineering,,6.0,,71.0,IEEE,23 Jun 2025,,,IEEE,IEEE Conferences
